shipping_id,order_id,shipping_location_id,courier_partner,shipping_date,expected_delivery_date,actual_delivery_date,delivery_status
150360,50360,53,Delhivery,2024-10-26,2024-10-28,,Delayed
150361,50361,18,XpressBees,2025-07-27,2025-08-04,2025-08-04,Delivered
150362,50362,38,Ecom Express,2026-08-11,2026-08-18,2026-08-21,Delivered
150363,50363,7,Ecom Express,2024-03-12,2024-03-16,2024-03-15,Delivered
150364,50364,86,Delhivery,2024-03-24,2024-03-27,2024-03-26,Delivered
150365,50365,77,Delhivery,2024-08-31,2024-09-02,2024-09-04,Delivered
150366,50366,21,Ecom Express,2025-03-03,2025-03-09,,In Transit
150367,50367,97,XpressBees,2025-04-11,2025-04-14,2025-04-16,Delivered
150368,50368,74,Delhivery,2024-10-14,2024-10-18,2024-10-18,Delivered
150369,50369,57,Delhivery,2026-05-24,2026-05-27,2026-05-28,Delivered
150370,50370,18,XpressBees,2024-01-09,2024-01-13,2024-01-16,Delivered
150371,50371,13,Ecom Express,2025-06-13,2025-06-15,2025-06-15,Delivered
150372,50372,88,Delhivery,2025-06-19,2025-06-27,2025-06-29,Delivered
150373,50373,73,XpressBees,2026-01-17,2026-01-24,2026-01-27,Delivered
150374,50374,25,Ecom Express,2025-06-20,2025-06-24,2025-06-24,Delivered
150375,50375,92,BlueDart,2024-05-11,2024-05-19,,In Transit
150376,50376,7,Delhivery,2024-11-08,2024-11-13,2024-11-12,Delivered
150377,50377,62,BlueDart,2024-06-19,2024-06-24,2024-06-25,Delivered
150378,50378,87,XpressBees,2025-04-04,2025-04-11,2025-04-10,Delivered
150379,50379,51,Ecom Express,2026-06-07,2026-06-11,,Delayed
150380,50380,91,BlueDart,2025-01-18,2025-01-18,,In Transit
150381,50381,51,Ecom Express,2024-12-20,2024-12-25,2024-12-24,Delivered
150382,50382,12,BlueDart,2025-03-27,2025-04-01,2025-03-31,Delivered
150383,50383,94,BlueDart,2024-06-13,2024-06-16,2024-06-15,Delivered
150384,50384,75,Ecom Express,2026-04-03,2026-04-09,,In Transit
150385,50385,84,XpressBees,2025-10-09,2025-10-12,2025-10-13,Delivered
150386,50386,80,Ecom Express,2025-11-23,2025-11-27,2025-11-26,Delivered
150387,50387,88,DTDC,2024-12-08,2024-12-08,2024-12-11,Delivered
150388,50388,53,Delhivery,2024-09-30,2024-10-06,2024-10-09,Delivered
150389,50389,11,Ecom Express,2025-04-04,2025-04-10,,Delayed
150390,50390,44,Delhivery,2024-08-23,2024-08-28,2024-08-30,Delivered
150391,50391,64,BlueDart,2024-01-21,2024-01-24,2024-01-26,Delivered
150392,50392,60,Delhivery,2025-12-04,2025-12-10,2025-12-13,Delivered
150393,50393,19,Ecom Express,2026-04-14,2026-04-20,2026-04-23,Delivered
150394,50394,87,Ecom Express,2024-08-06,2024-08-10,,Returned
150395,50395,2,DTDC,2025-09-02,2025-09-08,,In Transit
150396,50396,33,BlueDart,2026-05-30,2026-06-07,,Delayed
150397,50397,47,Ecom Express,2025-12-20,2025-12-23,2025-12-22,Delivered
150398,50398,2,Delhivery,2026-03-21,2026-03-22,2026-03-24,Delivered
150399,50399,39,DTDC,2026-05-14,2026-05-22,,In Transit
150400,50400,23,DTDC,2024-09-01,2024-09-08,2024-09-07,Delivered
150401,50401,12,Ecom Express,2024-03-13,2024-03-18,2024-03-19,Delivered
150402,50402,10,Delhivery,2026-02-19,2026-02-23,2026-02-23,Delivered
150403,50403,34,Delhivery,2026-02-08,2026-02-10,2026-02-09,Delivered
150404,50404,26,Ecom Express,2024-07-06,2024-07-12,2024-07-11,Delivered
150405,50405,16,XpressBees,2026-05-27,2026-05-29,2026-05-28,Delivered
150406,50406,81,XpressBees,2024-01-26,2024-01-31,2024-01-31,Delivered
150407,50407,37,Delhivery,2025-01-01,2025-01-08,2025-01-10,Delivered
150408,50408,19,Ecom Express,2026-07-23,2026-07-27,2026-07-30,Delivered
150409,50409,58,BlueDart,2024-12-09,2024-12-14,,In Transit
150410,50410,35,XpressBees,2026-01-08,2026-01-16,2026-01-17,Delivered
150411,50411,22,XpressBees,2024-02-07,2024-02-10,2024-02-09,Delivered
150412,50412,13,Delhivery,2025-04-19,2025-04-26,2025-04-27,Delivered
150413,50413,67,DTDC,2026-01-31,2026-01-31,2026-02-02,Delivered
150414,50414,27,BlueDart,2026-03-28,2026-04-03,2026-04-04,Delivered
150415,50415,25,BlueDart,2025-03-02,2025-03-06,2025-03-08,Delivered
150416,50416,46,Delhivery,2024-03-14,2024-03-20,2024-03-23,Delivered
150417,50417,14,Delhivery,2025-06-01,2025-06-04,2025-06-05,Delivered
150418,50418,13,Delhivery,2025-12-21,2025-12-21,2025-12-24,Delivered
150419,50419,89,Ecom Express,2025-03-14,2025-03-19,2025-03-20,Delivered
150420,50420,96,DTDC,2026-07-16,2026-07-19,,In Transit
150421,50421,61,BlueDart,2024-11-03,2024-11-03,2024-11-02,Delivered
150422,50422,83,XpressBees,2026-03-05,2026-03-11,,In Transit
150423,50423,59,DTDC,2026-01-03,2026-01-08,2026-01-10,Delivered
150424,50424,33,Delhivery,2025-02-24,2025-02-28,2025-03-02,Delivered
150425,50425,63,BlueDart,2024-04-05,2024-04-08,2024-04-11,Delivered
150426,50426,62,Delhivery,2024-12-02,2024-12-08,2024-12-10,Delivered
150427,50427,1,DTDC,2026-01-14,2026-01-22,,Delayed
150428,50428,84,BlueDart,2026-05-18,2026-05-20,2026-05-23,Delivered
150429,50429,16,Ecom Express,2025-03-22,2025-03-24,2025-03-27,Delivered
150430,50430,9,Ecom Express,2024-10-10,2024-10-13,2024-10-15,Delivered
150431,50431,71,DTDC,2026-01-12,2026-01-18,2026-01-21,Delivered
150432,50432,19,DTDC,2026-07-01,2026-07-03,2026-07-04,Delivered
150433,50433,31,Ecom Express,2024-05-20,2024-05-22,2024-05-25,Delivered
150434,50434,5,BlueDart,2024-11-09,2024-11-11,2024-11-13,Delivered
150435,50435,70,Ecom Express,2026-02-10,2026-02-16,2026-02-18,Delivered
150436,50436,11,Ecom Express,2024-05-04,2024-05-08,2024-05-11,Delivered
150437,50437,89,Ecom Express,2026-08-02,2026-08-06,2026-08-08,Delivered
150438,50438,1,DTDC,2024-08-17,2024-08-24,2024-08-25,Delivered
150439,50439,45,BlueDart,2025-04-19,2025-04-21,2025-04-24,Delivered
150440,50440,50,Ecom Express,2025-05-20,2025-05-26,2025-05-29,Delivered
150441,50441,15,Delhivery,2024-12-29,2025-01-01,2025-01-01,Delivered
150442,50442,38,DTDC,2024-05-09,2024-05-10,2024-05-12,Delivered
150443,50443,27,DTDC,2024-02-01,2024-02-07,2024-02-10,Delivered
150444,50444,71,Ecom Express,2025-01-04,2025-01-06,2025-01-05,Delivered
150445,50445,8,BlueDart,2024-09-19,2024-09-24,2024-09-27,Delivered
150446,50446,45,XpressBees,2026-05-29,2026-06-05,,In Transit
150447,50447,14,XpressBees,2025-10-07,2025-10-10,2025-10-12,Delivered
150448,50448,84,DTDC,2024-04-03,2024-04-06,,In Transit
150449,50449,81,Delhivery,2026-01-04,2026-01-09,2026-01-09,Delivered
150450,50450,72,DTDC,2025-08-21,2025-08-23,2025-08-23,Delivered
150451,50451,87,DTDC,2024-05-03,2024-05-05,2024-05-07,Delivered
150452,50452,1,Delhivery,2025-01-26,2025-02-01,2025-01-31,Delivered
150453,50453,51,BlueDart,2025-12-17,2025-12-20,2025-12-20,Delivered
150454,50454,45,Delhivery,2025-09-20,2025-09-25,2025-09-26,Delivered
150455,50455,61,Delhivery,2025-07-13,2025-07-17,2025-07-17,Delivered
150456,50456,29,Delhivery,2025-04-20,2025-04-22,2025-04-23,Delivered
150457,50457,11,Ecom Express,2025-10-31,2025-11-07,2025-11-09,Delivered
150458,50458,60,XpressBees,2026-05-03,2026-05-08,2026-05-08,Delivered
150459,50459,7,Delhivery,2024-06-15,2024-06-23,2024-06-23,Delivered
150460,50460,69,Ecom Express,2025-01-26,2025-02-02,2025-02-02,Delivered
150461,50461,83,Delhivery,2026-04-04,2026-04-10,2026-04-11,Delivered
150462,50462,83,BlueDart,2025-05-11,2025-05-14,2025-05-14,Delivered
150463,50463,61,XpressBees,2024-06-20,2024-06-25,2024-06-28,Delivered
150464,50464,33,XpressBees,2024-05-07,2024-05-09,2024-05-10,Delivered
150465,50465,14,Delhivery,2025-12-07,2025-12-14,2025-12-16,Delivered
150466,50466,93,BlueDart,2025-04-21,2025-04-23,2025-04-24,Delivered
150467,50467,18,BlueDart,2026-02-07,2026-02-11,2026-02-10,Delivered
150468,50468,10,Delhivery,2024-04-24,2024-04-28,2024-04-27,Delivered
150469,50469,2,BlueDart,2025-08-14,2025-08-16,2025-08-17,Delivered
150470,50470,63,XpressBees,2025-07-19,2025-07-25,2025-07-27,Delivered
150471,50471,91,DTDC,2025-03-23,2025-03-29,2025-04-01,Delivered
150472,50472,31,BlueDart,2025-02-18,2025-02-24,2025-02-25,Delivered
150473,50473,77,BlueDart,2024-09-23,2024-09-27,2024-09-29,Delivered
150474,50474,60,Ecom Express,2026-01-30,2026-02-01,,Delayed
150475,50475,77,Ecom Express,2024-11-20,2024-11-21,2024-11-22,Delivered
150476,50476,32,Ecom Express,2025-02-12,2025-02-13,2025-02-13,Delivered
150477,50477,72,DTDC,2026-04-13,2026-04-19,2026-04-20,Delivered
150478,50478,91,Delhivery,2025-09-03,2025-09-11,2025-09-10,Delivered
150479,50479,41,BlueDart,2024-02-09,2024-02-11,2024-02-12,Delivered
150480,50480,8,BlueDart,2024-02-27,2024-03-04,2024-03-03,Delivered
150481,50481,73,XpressBees,2025-06-06,2025-06-09,2025-06-12,Delivered
150482,50482,16,Delhivery,2025-11-20,2025-11-22,,Delayed
150483,50483,97,XpressBees,2025-04-02,2025-04-07,,Delayed
150484,50484,24,XpressBees,2026-07-17,2026-07-22,2026-07-22,Delivered
150485,50485,77,XpressBees,2026-04-07,2026-04-11,2026-04-12,Delivered
150486,50486,98,Delhivery,2025-03-11,2025-03-16,,In Transit
150487,50487,82,Ecom Express,2024-08-17,2024-08-20,2024-08-20,Delivered
150488,50488,64,XpressBees,2024-01-10,2024-01-18,2024-01-17,Delivered
150489,50489,94,BlueDart,2024-02-05,2024-02-05,2024-02-04,Delivered
150490,50490,65,Delhivery,2025-08-10,2025-08-16,2025-08-15,Delivered
150491,50491,94,XpressBees,2024-11-22,2024-11-26,2024-11-28,Delivered
150492,50492,47,Ecom Express,2024-05-20,2024-05-27,2024-05-26,Delivered
150493,50493,20,Delhivery,2024-03-12,2024-03-17,2024-03-18,Delivered
150494,50494,66,DTDC,2025-03-30,2025-04-01,2025-04-03,Delivered
150495,50495,84,BlueDart,2025-07-24,2025-07-28,2025-07-27,Delivered
150496,50496,21,BlueDart,2024-02-01,2024-02-08,2024-02-08,Delivered
150497,50497,38,BlueDart,2025-02-12,2025-02-17,,In Transit
150498,50498,10,DTDC,2025-03-07,2025-03-08,2025-03-10,Delivered
150499,50499,45,BlueDart,2024-02-27,2024-03-02,,In Transit
150500,50500,15,DTDC,2026-04-29,2026-05-01,2026-05-04,Delivered
150501,50501,56,DTDC,2024-08-12,2024-08-19,2024-08-19,Delivered
150502,50502,86,XpressBees,2024-05-12,2024-05-16,2024-05-15,Delivered
150503,50503,45,BlueDart,2024-05-11,2024-05-12,2024-05-13,Delivered
150504,50504,19,Delhivery,2025-04-30,2025-05-04,2025-05-05,Delivered
150505,50505,29,Delhivery,2025-11-21,2025-11-24,2025-11-24,Delivered
150506,50506,28,DTDC,2024-09-04,2024-09-08,2024-09-07,Delivered
150507,50507,27,XpressBees,2026-01-14,2026-01-17,2026-01-19,Delivered
150508,50508,95,XpressBees,2024-09-12,2024-09-16,2024-09-15,Delivered
150509,50509,100,Ecom Express,2024-07-02,2024-07-04,,In Transit
150510,50510,23,Ecom Express,2025-09-19,2025-09-23,2025-09-26,Delivered
150511,50511,25,DTDC,2026-01-23,2026-01-26,2026-01-29,Delivered
150512,50512,27,XpressBees,2025-12-29,2025-12-29,2026-01-01,Delivered
150513,50513,69,Ecom Express,2025-06-27,2025-06-27,,In Transit
150514,50514,28,XpressBees,2026-04-27,2026-05-05,2026-05-08,Delivered
150515,50515,66,XpressBees,2026-04-06,2026-04-09,2026-04-11,Delivered
150516,50516,97,BlueDart,2024-09-27,2024-09-29,,Returned
150517,50517,58,Ecom Express,2025-09-01,2025-09-03,2025-09-05,Delivered
150518,50518,60,BlueDart,2024-03-12,2024-03-15,,Delayed
150519,50519,50,BlueDart,2024-03-20,2024-03-23,2024-03-25,Delivered
150520,50520,8,DTDC,2025-03-07,2025-03-10,2025-03-10,Delivered
150521,50521,34,XpressBees,2025-11-13,2025-11-19,2025-11-21,Delivered
150522,50522,51,XpressBees,2025-07-24,2025-07-27,,In Transit
150523,50523,37,XpressBees,2024-06-10,2024-06-11,2024-06-11,Delivered
150524,50524,80,BlueDart,2025-12-21,2025-12-25,2025-12-28,Delivered
150525,50525,44,DTDC,2025-08-12,2025-08-15,2025-08-15,Delivered
150526,50526,65,XpressBees,2026-01-05,2026-01-10,,In Transit
150527,50527,39,Delhivery,2025-08-16,2025-08-24,2025-08-25,Delivered
150528,50528,67,XpressBees,2026-04-18,2026-04-24,2026-04-24,Delivered
150529,50529,25,Delhivery,2024-12-20,2024-12-20,,Delayed
150530,50530,58,XpressBees,2024-02-02,2024-02-03,2024-02-03,Delivered
150531,50531,74,XpressBees,2025-08-05,2025-08-11,2025-08-14,Delivered
150532,50532,32,XpressBees,2026-08-09,2026-08-13,,Delayed
150533,50533,10,DTDC,2024-04-07,2024-04-08,2024-04-11,Delivered
150534,50534,80,Delhivery,2026-07-27,2026-07-29,2026-07-28,Delivered
150535,50535,17,BlueDart,2026-01-18,2026-01-19,2026-01-19,Delivered
150536,50536,27,DTDC,2024-02-04,2024-02-12,2024-02-15,Delivered
150537,50537,64,Delhivery,2025-06-12,2025-06-15,2025-06-15,Delivered
150538,50538,48,BlueDart,2024-11-02,2024-11-07,2024-11-07,Delivered
150539,50539,35,DTDC,2025-09-28,2025-10-01,2025-10-02,Delivered
150540,50540,12,XpressBees,2026-01-15,2026-01-16,2026-01-19,Delivered
150541,50541,93,Ecom Express,2024-12-28,2025-01-05,2025-01-06,Delivered
150542,50542,97,BlueDart,2025-04-10,2025-04-12,2025-04-13,Delivered
150543,50543,13,XpressBees,2024-02-09,2024-02-12,2024-02-13,Delivered
150544,50544,19,BlueDart,2024-01-05,2024-01-11,,In Transit
150545,50545,47,Ecom Express,2026-01-09,2026-01-09,2026-01-11,Delivered
150546,50546,39,BlueDart,2024-12-13,2024-12-14,2024-12-16,Delivered
150547,50547,78,Delhivery,2026-05-01,2026-05-07,,Delayed
150548,50548,35,Delhivery,2025-07-15,2025-07-22,2025-07-22,Delivered
150549,50549,80,Ecom Express,2025-01-22,2025-01-26,2025-01-27,Delivered
150550,50550,74,XpressBees,2026-05-04,2026-05-10,2026-05-12,Delivered
150551,50551,73,Ecom Express,2024-02-28,2024-03-03,2024-03-04,Delivered
150552,50552,86,BlueDart,2026-03-16,2026-03-19,,In Transit
150553,50553,5,Ecom Express,2024-03-14,2024-03-16,2024-03-16,Delivered
150554,50554,82,XpressBees,2026-07-08,2026-07-10,2026-07-13,Delivered
150555,50555,24,Ecom Express,2025-07-03,2025-07-07,2025-07-07,Delivered
150556,50556,23,BlueDart,2025-03-29,2025-04-03,2025-04-04,Delivered
150557,50557,19,BlueDart,2025-09-27,2025-10-01,2025-10-02,Delivered
150558,50558,22,DTDC,2026-02-15,2026-02-19,2026-02-19,Delivered
150559,50559,38,DTDC,2024-10-04,2024-10-10,2024-10-10,Delivered
150560,50560,4,DTDC,2024-04-10,2024-04-12,2024-04-11,Delivered
150561,50561,41,Ecom Express,2026-07-29,2026-08-01,2026-08-03,Delivered
150562,50562,57,BlueDart,2025-05-20,2025-05-20,2025-05-23,Delivered
150563,50563,35,DTDC,2024-10-08,2024-10-13,2024-10-13,Delivered
150564,50564,52,DTDC,2026-06-09,2026-06-13,2026-06-14,Delivered
150565,50565,59,XpressBees,2024-02-08,2024-02-15,,In Transit
150566,50566,54,BlueDart,2026-03-24,2026-03-28,2026-03-28,Delivered
150567,50567,43,Delhivery,2024-01-20,2024-01-23,2024-01-26,Delivered
150568,50568,29,DTDC,2025-09-27,2025-10-02,2025-10-01,Delivered
150569,50569,18,BlueDart,2024-02-08,2024-02-14,2024-02-13,Delivered
150570,50570,76,Delhivery,2024-05-24,2024-05-29,2024-05-28,Delivered
150571,50571,33,BlueDart,2024-11-15,2024-11-15,2024-11-16,Delivered
150572,50572,55,BlueDart,2024-06-27,2024-07-01,2024-07-01,Delivered
150573,50573,91,Ecom Express,2024-02-14,2024-02-17,2024-02-18,Delivered
150574,50574,9,XpressBees,2025-10-21,2025-10-23,2025-10-24,Delivered
150575,50575,91,Delhivery,2026-01-11,2026-01-13,2026-01-16,Delivered
150576,50576,94,Ecom Express,2024-11-13,2024-11-14,2024-11-15,Delivered
150577,50577,75,BlueDart,2025-11-08,2025-11-10,,In Transit
150578,50578,12,Ecom Express,2024-11-16,2024-11-19,2024-11-20,Delivered
150579,50579,70,Delhivery,2024-07-30,2024-08-04,2024-08-04,Delivered
150580,50580,88,DTDC,2026-04-02,2026-04-09,2026-04-09,Delivered
150581,50581,81,XpressBees,2025-05-27,2025-05-27,,Returned
150582,50582,79,Delhivery,2024-01-21,2024-01-24,2024-01-26,Delivered
150583,50583,38,Delhivery,2025-11-11,2025-11-16,,Returned
150584,50584,81,XpressBees,2025-01-15,2025-01-22,2025-01-22,Delivered
150585,50585,19,DTDC,2024-03-13,2024-03-18,2024-03-18,Delivered
150586,50586,22,BlueDart,2024-08-19,2024-08-27,2024-08-27,Delivered
150587,50587,39,Delhivery,2024-11-08,2024-11-12,,Delayed
150588,50588,24,Delhivery,2024-01-28,2024-02-02,2024-02-01,Delivered
150589,50589,64,BlueDart,2025-12-10,2025-12-12,,Returned
150590,50590,31,BlueDart,2024-08-01,2024-08-05,,In Transit
150591,50591,83,Ecom Express,2024-06-01,2024-06-08,2024-06-08,Delivered
150592,50592,45,BlueDart,2024-06-27,2024-07-02,2024-07-04,Delivered
150593,50593,26,DTDC,2025-11-23,2025-11-30,2025-12-03,Delivered
150594,50594,88,DTDC,2025-05-04,2025-05-10,2025-05-09,Delivered
150595,50595,26,BlueDart,2026-03-02,2026-03-02,2026-03-02,Delivered
150596,50596,29,BlueDart,2025-02-28,2025-03-02,2025-03-03,delivered
150597,50597,93,BlueDart,2025-10-23,2025-10-26,2025-10-25,Delivered
150598,50598,59,DTDC,2025-04-04,2025-04-10,2025-04-09,Delivered
150599,50599,12,XpressBees,2025-08-01,2025-08-02,2025-08-03,Delivered
150600,50600,62,DTDC,2026-05-03,2026-05-06,2026-05-09,Delivered
150601,50601,16,XpressBees,2025-08-20,2025-08-24,2025-08-25,Delivered
150602,50602,71,Ecom Express,2025-04-26,2025-05-02,2025-05-01,Delivered
150603,50603,96,DTDC,2026-04-22,2026-04-24,2026-04-25,Delivered
150604,50604,83,Delhivery,2025-09-14,2025-09-15,2025-09-17,delivered
150605,50605,97,DTDC,2026-06-26,2026-06-28,2026-07-01,Delivered
150606,50606,63,BlueDart,2025-09-20,2025-09-26,2025-09-26,Delivered
150607,50607,92,BlueDart,2025-10-28,2025-10-31,2025-10-31,Delivered
150608,50608,16,Delhivery,2025-05-18,2025-05-19,2025-05-22,Delivered
150609,50609,36,DTDC,2026-04-07,2026-04-09,2026-04-09,Delivered
150610,50610,58,XpressBees,2024-10-23,2024-10-28,2024-10-31,Delivered
150611,50611,27,Delhivery,2025-06-14,2025-06-15,2025-06-18,Delivered
150612,50612,62,Delhivery,2026-05-28,2026-05-29,,In Transit
150613,50613,78,Ecom Express,2024-07-26,2024-08-02,2024-08-03,Delivered
150614,50614,61,XpressBees,2025-03-04,2025-03-06,2025-03-08,Delivered
150615,50615,3,DTDC,2024-01-28,2024-02-03,2024-02-05,Delivered
150616,50616,6,BlueDart,2025-07-10,2025-07-12,,Delayed
150617,50617,35,DTDC,2024-12-02,2024-12-06,2024-12-06,Delivered
150618,50618,60,Ecom Express,2025-06-27,2025-06-30,2025-07-01,Delivered
150619,50619,38,BlueDart,2024-08-20,2024-08-24,,In Transit
150620,50620,50,Ecom Express,2026-03-14,2026-03-16,2026-03-19,Delivered
150621,50621,56,Delhivery,2026-08-14,2026-08-21,,Delayed
150622,50622,87,DTDC,2025-06-04,2025-06-07,2025-06-10,Delivered
150623,50623,38,BlueDart,2025-08-16,2025-08-17,2025-08-18,Delivered
150624,50624,77,Ecom Express,2025-03-19,2025-03-26,2025-03-29,Delivered
150625,50625,45,DTDC,2024-10-17,2024-10-24,2024-10-23,Delivered
150626,50626,53,Ecom Express,2025-03-25,2025-03-25,2025-03-28,Delivered
150627,50627,23,Ecom Express,2025-04-26,2025-04-28,2025-04-30,Delivered
150628,50628,80,XpressBees,2026-01-28,2026-01-31,2026-02-03,Delivered
150629,50629,29,DTDC,2025-11-01,2025-11-07,2025-11-06,Delivered
150630,50630,93,DTDC,2024-11-16,2024-11-22,2024-11-25,Delivered
150631,50631,16,Delhivery,2025-08-21,2025-08-26,2025-08-28,Delivered
150632,50632,50,BlueDart,2026-06-25,2026-07-02,2026-07-02,Delivered
150633,50633,42,XpressBees,2025-02-10,2025-02-14,2025-02-13,Delivered
150634,50634,81,Ecom Express,2026-04-01,2026-04-06,,Delayed
150635,50635,79,Ecom Express,2025-04-06,2025-04-07,2025-04-09,Delivered
150636,50636,86,Ecom Express,2024-05-15,2024-05-19,2024-05-19,Delivered
150637,50637,62,Ecom Express,2024-06-28,2024-07-03,2024-07-04,Delivered
150638,50638,69,Delhivery,2024-11-06,2024-11-09,,Returned
150639,50639,40,XpressBees,2025-07-21,2025-07-24,2025-07-24,Delivered
150640,50640,54,XpressBees,2026-05-30,2026-06-01,,In Transit
150641,50641,47,Ecom Express,2025-01-16,2025-01-21,,Delayed
150642,50642,16,Ecom Express,2024-09-30,2024-10-03,,In Transit
150643,50643,94,BlueDart,2025-09-27,2025-09-30,2025-10-03,Delivered
150644,50644,6,XpressBees,2024-11-04,2024-11-12,2024-11-12,Delivered
150645,50645,8,BlueDart,2025-02-27,2025-03-04,2025-03-04,Delivered
150646,50646,62,BlueDart,2024-07-31,2024-08-05,,Returned
150647,50647,17,XpressBees,2024-10-12,2024-10-19,2024-10-20,Delivered
150648,50648,14,BlueDart,2024-02-22,2024-02-29,,In Transit
150649,50649,41,DTDC,2025-07-07,2025-07-13,2025-07-15,Delivered
150650,50650,59,Ecom Express,2025-04-09,2025-04-12,,Delayed
150651,50651,70,XpressBees,2024-06-15,2024-06-21,2024-06-21,Delivered
150652,50652,14,DTDC,2026-01-05,2026-01-05,2026-01-08,Delivered
150653,50653,36,Delhivery,2024-07-16,2024-07-18,2024-07-20,Delivered
150654,50654,100,BlueDart,2025-10-04,2025-10-06,,Returned
150655,50655,87,DTDC,2024-04-20,2024-04-22,2024-04-21,Delivered
150656,50656,68,Delhivery,2024-01-29,2024-02-04,,Delayed
150657,50657,54,DTDC,2024-05-02,2024-05-07,2024-05-08,Delivered
150658,50658,76,Delhivery,2025-05-23,2025-05-26,2025-05-28,Delivered
150659,50659,99,Ecom Express,2024-06-23,2024-06-30,2024-06-30,Delivered
150660,50660,88,DTDC,2024-11-16,2024-11-21,2024-11-20,Delivered
150661,50661,9,Delhivery,2025-06-08,2025-06-08,2025-06-09,Delivered
150662,50662,51,XpressBees,2025-09-17,2025-09-22,2025-09-22,Delivered
150663,50663,63,Ecom Express,2026-02-02,2026-02-07,2026-02-06,Delivered
150664,50664,26,Ecom Express,2025-01-30,2025-02-05,2025-02-05,Delivered
150665,50665,5,DTDC,2024-04-15,2024-04-16,,Returned
150666,50666,36,Delhivery,2026-08-11,2026-08-12,2026-08-12,Delivered
150667,50667,53,XpressBees,2026-01-26,2026-01-30,2026-01-30,Delivered
150668,50668,83,DTDC,2026-03-15,2026-03-22,,Returned
150669,50669,28,XpressBees,2026-06-16,2026-06-21,,In Transit
150670,50670,58,XpressBees,2025-11-11,2025-11-14,,Delayed
150671,50671,11,Ecom Express,2026-08-24,2026-08-26,2026-08-26,Delivered
150672,50672,83,BlueDart,2025-05-18,2025-05-21,2025-05-22,Delivered
150673,50673,6,Ecom Express,2025-06-27,2025-07-03,,Delayed
150674,50674,50,XpressBees,2025-07-29,2025-08-02,,Delayed
150675,50675,86,XpressBees,2025-05-07,2025-05-10,2025-05-09,Delivered
150676,50676,5,DTDC,2025-03-05,2025-03-08,2025-03-08,Delivered
150677,50677,30,DTDC,2024-11-17,2024-11-19,2024-11-18,Delivered
